finger,servo1_deg,servo2_deg,abduction_deg,flexion_deg,distal_deg,tip_x_mm,tip_y_mm,tip_z_mm,tip_travel_mm
2,60.0,85.0,35.3214,-3.428,-3.3946,43.994,21.688,150.475,36.706
3,60.0,85.0,35.3215,-3.4283,-3.3948,43.994,-17.858,142.912,36.707
4,60.0,85.0,35.3215,-3.428,-3.3946,88.04,8.544,85.193,36.707
1,60.0,90.0,35.3999,-3.53,-3.4958,43.855,60.161,153.165,36.867
2,60.0,90.0,35.3998,-3.5298,-3.4956,43.855,21.839,150.567,36.867
3,60.0,90.0,35.3999,-3.5301,-3.4958,43.855,-17.721,143.024,36.868
4,60.0,90.0,35.3999,-3.5298,-3.4956,88.166,8.42,85.055,36.868
1,65.0,-90.0,-2.1505,41.2052,35.8364,57.361,24.259,88.531,70.929
2,65.0,-90.0,-2.1506,41.2054,35.8365,57.361,-7.111,82.535,70.929
3,65.0,-90.0,-2.1506,41.2053,35.8365,57.362,-37.544,71.794,70.929
4,65.0,-90.0,-2.1505,41.2054,35.8365,15.151,20.052,98.562,70.929
1,65.0,-85.0,-1.9913,40.9698,35.6911,57.491,24.211,88.864,70.615
2,65.0,-85.0,-1.9914,40.97,35.6913,57.491,-7.194,82.861,70.615
3,65.0,-85.0,-1.9914,40.9698,35.6912,57.491,-37.668,72.107,70.615
4,65.0,-85.0,-1.9913,40.97,35.6913,15.448,20.211,98.691,70.615
1,65.0,-80.0,-1.718,40.5694,35.4413,57.709,24.132,89.434,70.078
2,65.0,-80.0,-1.718,40.5696,35.4415,57.709,-7.331,83.419,70.078
3,65.0,-80.0,-1.718,40.5694,35.4415,57.709,-37.878,72.643,70.078
4,65.0,-80.0,-1.718,40.5695,35.4415,15.956,20.48,98.91,70.079
1,65.0,-75.0,-1.3307,40.0097,35.0865,58.008,24.03,90.238,69.322
2,65.0,-75.0,-1.3307,40.0099,35.0867,58.008,-7.517,84.209,69.322
3,65.0,-75.0,-1.3308,40.0097,35.0867,58.009,-38.164,73.401,69.322
4,65.0,-75.0,-1.3307,40.0099,35.0867,16.677,20.85,99.209,69.322
1,65.0,-70.0,-0.8302,39.299,34.6267,58.379,23.915,91.272,68.351
2,65.0,-70.0,-0.8302,39.2992,34.6269,58.379,-7.739,85.225,68.352
3,65.0,-70.0,-0.8303,39.299,34.6268,58.379,-38.518,74.379,68.351
4,65.0,-70.0,-0.8302,39.2992,34.6269,17.61,21.312,99.579,68.352
1,65.0,-65.0,-0.2179,38.4476,34.0625,58.808,23.799,92.529,67.173
2,65.0,-65.0,-0.218,38.4478,34.0626,58.808,-7.987,86.463,67.174
3,65.0,-65.0,-0.218,38.4476,34.0626,58.808,-38.925,75.575,67.173
4,65.0,-65.0,-0.2179,38.4478,34.0627,18.751,21.852,100.008,67.174
1,65.0,-60.0,0.5039,37.4672,33.3954,59.28,23.695,94.002,65.796
2,65.0,-60.0,0.5039,37.4674,33.3956,59.28,-8.243,87.917,65.797
3,65.0,-60.0,0.5039,37.4672,33.3955,59.28,-39.369,76.982,65.796
4,65.0,-60.0,0.504,37.4674,33.3956,20.099,22.452,100.48,65.797
1,65.0,-55.0,1.3324,36.3704,32.628,59.779,23.622,95.678,64.231
2,65.0,-55.0,1.3324,36.3706,32.6281,59.779,-8.491,89.576,64.231
3,65.0,-55.0,1.3323,36.3704,32.6281,59.78,-39.831,78.595,64.231
4,65.0,-55.0,1.3324,36.3706,32.6281,21.65,23.094,100.98,64.231
1,65.0,-50.0,2.2637,35.17,31.7636,60.289,23.597,97.547,62.487
2,65.0,-50.0,2.2637,35.1702,31.7637,60.289,-8.712,91.433,62.487
3,65.0,-50.0,2.2637,35.1701,31.7637,60.289,-40.292,80.407,62.487
4,65.0,-50.0,2.2638,35.1703,31.7638,23.398,23.758,101.489,62.487
1,65.0,-45.0,3.2933,33.8788,30.8067,60.789,23.639,99.596,60.578
2,65.0,-45.0,3.2933,33.879,30.8069,60.789,-8.885,93.474,60.578
3,65.0,-45.0,3.2933,33.8789,30.8068,60.79,-40.73,82.409,60.578
4,65.0,-45.0,3.2934,33.879,30.8069,25.337,24.419,101.99,60.578
1,65.0,-40.0,4.4159,32.5088,29.7626,61.264,23.766,101.807,58.517
2,65.0,-40.0,4.4158,32.509,29.7628,61.264,-8.989,95.687,58.517
3,65.0,-40.0,4.4158,32.5089,29.7627,61.264,-41.122,84.589,58.517
4,65.0,-40.0,4.4159,32.509,29.7628,27.458,25.056,102.464,58.517
1,65.0,-35.0,5.6252,31.0714,28.6372,61.695,23.998,104.165,56.319
2,65.0,-35.0,5.6252,31.0715,28.6374,61.695,-9.005,98.056,56.319
3,65.0,-35.0,5.6252,31.0714,28.6373,61.695,-41.447,86.936,56.319
4,65.0,-35.0,5.6252,31.0716,28.6374,29.753,25.644,102.896,56.319
1,65.0,-30.0,6.9146,29.5769,27.4369,62.066,24.352,106.651,54.001
2,65.0,-30.0,6.9145,29.5771,27.4371,62.066,-8.912,100.565,54.001
3,65.0,-30.0,6.9145,29.5769,27.437,62.067,-41.683,89.435,54.001
4,65.0,-30.0,6.9146,29.5771,27.4371,32.21,26.161,103.267,54.001
1,65.0,-25.0,8.2766,28.0348,26.1684,62.362,24.845,109.243,51.582
2,65.0,-25.0,8.2765,28.035,26.1685,62.362,-8.693,103.195,51.582
3,65.0,-25.0,8.2765,28.0348,26.1685,62.362,-41.809,92.071,51.582
4,65.0,-25.0,8.2766,28.035,26.1686,34.815,26.585,103.562,51.582
1,65.0,-20.0,9.7031,26.4535,24.8384,62.567,25.491,111.922,49.083
2,65.0,-20.0,9.7031,26.4536,24.8386,62.567,-8.33,105.926,49.084
3,65.0,-20.0,9.7031,26.4535,24.8385,62.567,-41.806,94.827,49.084
4,65.0,-20.0,9.7031,26.4537,24.8387,37.553,26.894,103.768,49.084
1,65.0,-15.0,11.1857,24.8405,23.454,62.671,26.302,114.663,46.531
2,65.0,-15.0,11.1857,24.8407,23.4541,62.671,-7.811,108.737,46.532
3,65.0,-15.0,11.1857,24.8405,23.4541,62.671,-41.658,97.681,46.532
4,65.0,-15.0,11.1858,24.8408,23.4542,40.406,27.07,103.871,46.532
1,65.0,-10.0,12.7154,23.2026,22.0218,62.66,27.285,117.443,43.956
2,65.0,-10.0,12.7154,23.2027,22.0219,62.66,-7.124,111.605,43.956
3,65.0,-10.0,12.7154,23.2026,22.0218,62.66,-41.351,100.614,43.956
4,65.0,-10.0,12.7155,23.2028,22.022,43.355,27.097,103.86,43.956
1,65.0,-5.0,14.2828,21.5458,20.5485,62.527,28.445,120.239,41.392
2,65.0,-5.0,14.2827,21.5459,20.5487,62.527,-6.262,114.507,41.393
3,65.0,-5.0,14.2827,21.5458,20.5486,62.527,-40.875,103.604,41.393
4,65.0,-5.0,14.2828,21.5461,20.5488,46.379,26.962,103.727,41.393
1,65.0,0.0,15.8779,19.8758,19.0409,62.264,29.784,123.025,38.884
2,65.0,0.0,15.8779,19.876,19.041,62.264,-5.222,117.418,38.884
3,65.0,0.0,15.8779,19.8758,19.0409,62.264,-40.223,106.625,38.884
4,65.0,0.0,15.878,19.8761,19.0411,49.455,26.657,103.464,38.885
1,65.0,5.0,17.4907,18.198,17.5055,61.865,31.298,125.778,36.481
2,65.0,5.0,17.4907,18.1981,17.5056,61.865,-4.004,120.314,36.482
3,65.0,5.0,17.4907,18.198,17.5055,61.865,-39.394,109.656,36.481
4,65.0,5.0,17.4908,18.1982,17.5057,52.56,26.177,103.065,36.482
1,65.0,10.0,19.1107,16.5176,15.9491,61.327,32.978,128.474,34.245
2,65.0,10.0,19.1106,16.5178,15.9492,61.327,-2.614,123.171,34.245
3,65.0,10.0,19.1106,16.5176,15.9491,61.327,-38.389,112.67,34.245
4,65.0,10.0,19.1107,16.5179,15.9493,55.668,25.519,102.527,34.245
1,65.0,15.0,20.7268,14.8403,14.3788,60.649,34.814,131.091,32.242
2,65.0,15.0,20.7268,14.8404,14.3789,60.649,-1.063,125.965,32.242
3,65.0,15.0,20.7268,14.8403,14.3788,60.649,-37.216,115.642,32.242
4,65.0,15.0,20.7269,14.8406,14.379,58.754,24.69,101.849,32.242
1,65.0,20.0,22.328,13.172,12.8022,59.834,36.786,133.606,30.547
2,65.0,20.0,22.328,13.1722,12.8023,59.834,0.636,128.673,30.547
3,65.0,20.0,22.328,13.172,12.8022,59.834,-35.885,118.549,30.547
4,65.0,20.0,22.328,13.1723,12.8024,61.793,23.697,101.034,30.548
1,65.0,25.0,23.9027,11.5196,11.2276,58.886,38.874,136.001,29.234
2,65.0,25.0,23.9026,11.5197,11.2278,58.886,2.462,131.272,29.234
3,65.0,25.0,23.9027,11.5196,11.2277,58.885,-34.414,121.364,29.234
4,65.0,25.0,23.9027,11.5198,11.2279,64.757,22.554,100.085,29.234
1,65.0,30.0,25.4389,9.8908,9.6645,57.813,41.05,138.257,28.362
2,65.0,30.0,25.4388,9.891,9.6646,57.813,4.39,133.744,28.362
3,65.0,30.0,25.4389,9.8909,9.6645,57.813,-32.825,124.066,28.362
4,65.0,30.0,25.4389,9.8911,9.6647,67.621,21.281,99.013,28.363
1,65.0,35.0,26.9244,8.2951,8.1235,56.63,43.283,140.359,27.968
2,65.0,35.0,26.9244,8.2953,8.1236,56.63,6.391,136.068,27.968
3,65.0,35.0,26.9244,8.2951,8.1235,56.629,-31.144,126.632,27.968
4,65.0,35.0,26.9244,8.2954,8.1237,70.36,19.901,97.829,27.969
1,65.0,40.0,28.3468,6.7433,6.6169,55.353,45.539,142.294,28.05
2,65.0,40.0,28.3467,6.7434,6.617,55.353,8.432,138.228,28.05
3,65.0,40.0,28.3468,6.7433,6.6169,55.352,-29.402,129.04,28.05
4,65.0,40.0,28.3468,6.7435,6.6171,72.95,18.443,96.552,28.051
1,65.0,45.0,29.6931,5.2483,5.1589,54.006,47.777,144.052,28.565
2,65.0,45.0,29.693,5.2485,5.1591,54.006,10.475,140.21,28.565
3,65.0,45.0,29.6931,5.2483,5.1589,54.005,-27.636,131.271,28.565
4,65.0,45.0,29.6931,5.2486,5.1592,75.367,16.941,95.205,28.565
1,65.0,50.0,30.9503,3.8254,3.7659,52.618,49.957,145.625,29.434
2,65.0,50.0,30.9502,3.8256,3.7661,52.618,12.478,142.002,29.434
3,65.0,50.0,30.9503,3.8254,3.7659,52.618,-25.884,133.31,29.434
4,65.0,50.0,30.9503,3.8257,3.7662,77.591,15.431,93.818,29.434
1,65.0,55.0,32.1051,2.4919,2.4564,51.225,52.033,147.008,30.556
2,65.0,55.0,32.105,2.4921,2.4566,51.225,14.398,143.595,30.556
3,65.0,55.0,32.1051,2.4919,2.4564,51.225,-24.188,135.139,30.557
4,65.0,55.0,32.1051,2.4922,2.4567,79.601,13.953,92.425,30.557
1,65.0,60.0,33.1442,1.2677,1.251,49.868,53.959,148.2,31.821
2,65.0,60.0,33.1441,1.2679,1.2512,49.868,16.19,144.982,31.821
3,65.0,60.0,33.1442,1.2677,1.251,49.868,-22.593,136.748,31.821
4,65.0,60.0,33.1442,1.268,1.2513,81.38,12.55,91.068,31.821
1,65.0,65.0,34.0542,0.1745,0.1723,48.595,55.691,149.201,33.117
2,65.0,65.0,34.0541,0.1747,0.1725,48.595,17.807,146.158,33.117
3,65.0,65.0,34.0542,0.1744,0.1723,48.594,-21.142,138.126,33.117
4,65.0,65.0,34.0542,0.1747,0.1726,82.913,11.265,89.794,33.117
1,65.0,70.0,34.8219,-0.7647,-0.7559,47.454,57.184,150.013,34.34
2,65.0,70.0,34.8218,-0.7645,-0.7557,47.454,19.207,147.121,34.34
3,65.0,70.0,34.8219,-0.7647,-0.7559,47.454,-19.881,139.264,34.34
4,65.0,70.0,34.8219,-0.7644,-0.7556,84.186,10.14,88.654,34.34
1,65.0,75.0,35.4346,-1.5262,-1.5094,46.499,58.395,150.638,35.398
2,65.0,75.0,35.4345,-1.526,-1.5092,46.499,20.346,147.87,35.398
3,65.0,75.0,35.4346,-1.5262,-1.5094,46.499,-18.849,140.155,35.398
4,65.0,75.0,35.4346,-1.5259,-1.5091,85.188,9.216,87.698,35.398
1,65.0,80.0,35.8803,-2.0871,-2.0649,45.778,59.287,151.081,36.211
2,65.0,80.0,35.8801,-2.0869,-2.0647,45.778,21.187,148.403,36.211
3,65.0,80.0,35.8802,-2.0871,-2.065,45.777,-18.085,140.793,36.211
4,65.0,80.0,35.8802,-2.0868,-2.0647,85.909,8.529,86.977,36.211
1,65.0,85.0,36.1479,-2.4269,-2.4017,45.334,59.826,151.341,36.716
2,65.0,85.0,36.1477,-2.4267,-2.4014,45.334,21.696,148.719,36.716
3,65.0,85.0,36.1478,-2.4269,-2.4017,45.333,-17.621,141.172,36.717
4,65.0,85.0,36.1479,-2.4267,-2.4014,86.338,8.111,86.533,36.717
1,65.0,90.0,36.228,-2.5291,-2.503,45.199,59.989,151.418,36.87
2,65.0,90.0,36.2279,-2.5289,-2.5027,45.199,21.849,148.812,36.87
3,65.0,90.0,36.228,-2.5291,-2.503,45.199,-17.481,141.285,36.871
4,65.0,90.0,36.228,-2.5289,-2.5027,86.466,7.985,86.398,36.871
1,70.0,-90.0,-1.5722,42.1573,36.4115,56.826,24.152,87.205,72.179
2,70.0,-90.0,-1.5723,42.1576,36.4116,56.826,-7.079,81.205,72.18
3,70.0,-90.0,-1.5723,42.1574,36.4116,56.826,-37.338,70.48,72.18
4,70.0,-90.0,-1.5722,42.1575,36.4117,13.869,19.699,98.027,72.18
1,70.0,-85.0,-1.4115,41.9145,36.2667,56.964,24.103,87.543,71.86
2,70.0,-85.0,-1.4116,41.9147,36.2669,56.964,-7.163,81.536,71.86
3,70.0,-85.0,-1.4116,41.9146,36.2668,56.964,-37.464,70.797,71.86
4,70.0,-85.0,-1.4115,41.9147,36.2669,14.169,19.86,98.165,71.861
1,70.0,-80.0,-1.1371,41.5039,36.0189,57.195,24.024,88.118,71.317
2,70.0,-80.0,-1.1371,41.5041,36.0191,57.195,-7.302,82.099,71.318
3,70.0,-80.0,-1.1372,41.504,36.019,57.195,-37.676,71.338,71.317
4,70.0,-80.0,-1.137,41.5041,36.0191,14.683,20.131,98.396,71.318
1,70.0,-75.0,-0.7491,40.9317,35.6675,57.512,23.921,88.927,70.554
2,70.0,-75.0,-0.7491,40.9319,35.6677,57.512,-7.488,82.894,70.555
3,70.0,-75.0,-0.7492,40.9317,35.6676,57.512,-37.965,72.101,70.555
4,70.0,-75.0,-0.7491,40.9319,35.6677,15.408,20.505,98.712,70.555
1,70.0,-70.0,-0.2483,40.2067,35.2122,57.904,23.805,89.966,69.577
2,70.0,-70.0,-0.2483,40.2069,35.2124,57.904,-7.713,83.914,69.578
3,70.0,-70.0,-0.2483,40.2068,35.2123,57.904,-38.32,73.084,69.578
4,70.0,-70.0,-0.2482,40.2069,35.2124,16.344,20.969,99.104,69.578
1,70.0,-65.0,0.364,39.3399,34.6534,58.358,23.687,91.227,68.394
2,70.0,-65.0,0.3639,39.3401,34.6536,58.358,-7.962,85.156,68.394
3,70.0,-65.0,0.3639,39.3399,34.6536,58.358,-38.729,74.282,68.394
4,70.0,-65.0,0.364,39.3401,34.6536,17.489,21.511,99.558,68.394
1,70.0,-60.0,1.0855,38.3435,33.9926,58.859,23.582,92.702,67.012
2,70.0,-60.0,1.0854,38.3437,33.9927,58.859,-8.22,86.612,67.012
3,70.0,-60.0,1.0854,38.3435,33.9927,58.859,-39.175,75.692,67.012
4,70.0,-60.0,1.0855,38.3437,33.9927,18.839,22.114,100.059,67.012
1,70.0,-55.0,1.9134,37.2307,33.2318,59.39,23.507,94.38,65.443
2,70.0,-55.0,1.9133,37.2308,33.2319,59.39,-8.47,88.273,65.443
3,70.0,-55.0,1.9133,37.2307,33.2319,59.39,-39.64,77.306,65.443
4,70.0,-55.0,1.9134,37.2309,33.232,20.391,22.758,100.591,65.443
1,70.0,-50.0,2.8439,36.0147,32.3744,59.935,23.48,96.249,63.698
2,70.0,-50.0,2.8439,36.0149,32.3746,59.935,-8.693,90.129,63.698
3,70.0,-50.0,2.8439,36.0147,32.3745,59.935,-40.103,79.117,63.698
4,70.0,-50.0,2.844,36.0149,32.3746,22.138,23.424,101.135,63.698
1,70.0,-45.0,3.8727,34.7086,31.4248,60.473,23.518,98.296,61.789
2,70.0,-45.0,3.8726,34.7088,31.4249,60.473,-8.868,92.169,61.79
3,70.0,-45.0,3.8726,34.7087,31.4249,60.473,-40.543,81.116,61.789
4,70.0,-45.0,3.8727,34.7089,31.425,24.074,24.087,101.674,61.79
1,70.0,-40.0,4.9943,33.3249,30.388,60.989,23.642,100.504,59.731
2,70.0,-40.0,4.9943,33.325,30.3882,60.989,-8.976,94.378,59.731
3,70.0,-40.0,4.9943,33.3249,30.3881,60.989,-40.938,83.292,59.731
4,70.0,-40.0,4.9944,33.3251,30.3882,26.191,24.726,102.189,59.732
1,70.0,-35.0,6.2029,31.875,29.2701,61.463,23.87,102.857,57.538
2,70.0,-35.0,6.2028,31.8752,29.2702,61.463,-8.996,96.741,57.538
3,70.0,-35.0,6.2028,31.875,29.2701,61.463,-41.266,85.633,57.538
4,70.0,-35.0,6.2029,31.8752,29.2703,28.48,25.317,102.663,57.539
1,70.0,-30.0,7.4916,30.3695,28.0772,61.88,24.219,105.336,55.227
2,70.0,-30.0,7.4916,30.3697,28.0774,61.88,-8.908,99.243,55.228
3,70.0,-30.0,7.4916,30.3695,28.0773,61.88,-41.506,88.125,55.228
4,70.0,-30.0,7.4917,30.3698,28.0774,30.929,25.837,103.08,55.228
1,70.0,-25.0,8.8532,28.8179,26.8162,62.223,24.705,107.921,52.818
2,70.0,-25.0,8.8532,28.8181,26.8164,62.223,-8.694,101.865,52.818
3,70.0,-25.0,8.8532,28.818,26.8163,62.223,-41.636,90.752,52.818
4,70.0,-25.0,8.8533,28.8182,26.8164,33.524,26.264,103.423,52.818
1,70.0,-20.0,10.2798,27.2287,25.494,62.479,25.344,110.59,50.33
2,70.0,-20.0,10.2798,27.2289,25.4941,62.479,-8.338,104.587,50.331
3,70.0,-20.0,10.2798,27.2287,25.494,62.479,-41.638,93.497,50.33
4,70.0,-20.0,10.2799,27.229,25.4942,36.251,26.577,103.679,50.331
1,70.0,-15.0,11.7629,25.6094,24.1173,62.635,26.146,113.322,47.79
2,70.0,-15.0,11.7629,25.6096,24.1175,62.635,-7.825,107.387,47.791
3,70.0,-15.0,11.7629,25.6095,24.1174,62.635,-41.496,96.341,47.79
4,70.0,-15.0,11.7629,25.6097,24.1176,39.092,26.757,103.835,47.791
1,70.0,-10.0,13.2936,23.9667,22.6931,62.68,27.12,116.092,45.227
2,70.0,-10.0,13.2935,23.9669,22.6933,62.68,-7.146,110.244,45.227
3,70.0,-10.0,13.2936,23.9668,22.6932,62.68,-41.195,99.262,45.227
4,70.0,-10.0,13.2936,23.967,22.6934,42.029,26.789,103.88,45.228
1,70.0,-5.0,14.8625,22.3068,21.2282,62.604,28.271,118.876,42.675
2,70.0,-5.0,14.8625,22.307,21.2283,62.604,-6.293,113.134,42.676
3,70.0,-5.0,14.8625,22.3068,21.2282,62.604,-40.726,102.238,42.675
4,70.0,-5.0,14.8626,22.3071,21.2284,45.039,26.66,103.804,42.676
1,70.0,0.0,16.4599,20.6351,19.7291,62.4,29.6,121.652,40.176
2,70.0,0.0,16.4599,20.6353,19.7292,62.4,-5.261,116.033,40.176
3,70.0,0.0,16.4599,20.6352,19.7291,62.4,-40.082,105.247,40.176
4,70.0,0.0,16.46,20.6354,19.7293,48.101,26.361,103.6,40.176
1,70.0,5.0,18.0757,18.957,18.2025,62.062,31.104,124.394,37.777
2,70.0,5.0,18.0756,18.9572,18.2027,62.062,-4.053,118.917,37.777
3,70.0,5.0,18.0757,18.9571,18.2026,62.062,-39.26,108.264,37.777
4,70.0,5.0,18.0757,18.9573,18.2028,51.192,25.885,103.262,37.777
1,70.0,10.0,19.6993,17.2778,16.6554,61.587,32.774,127.079,35.535
2,70.0,10.0,19.6992,17.278,16.6555,61.588,-2.672,121.762,35.535
3,70.0,10.0,19.6992,17.2778,16.6554,61.587,-38.262,111.265,35.535
4,70.0,10.0,19.6993,17.2781,16.6556,54.287,25.234,102.787,35.535
1,70.0,15.0,21.3198,15.6028,15.0946,60.975,34.6,129.685,33.514
2,70.0,15.0,21.3198,15.603,15.0948,60.975,-1.129,124.544,33.514
3,70.0,15.0,21.3198,15.6029,15.0947,60.975,-37.096,114.225,33.514
4,70.0,15.0,21.3199,15.6031,15.0949,57.36,24.41,102.175,33.515
1,70.0,20.0,22.9262,13.9381,13.5279,60.226,36.563,132.19,31.784
2,70.0,20.0,22.9261,13.9382,13.528,60.226,0.562,127.241,31.784
3,70.0,20.0,22.9261,13.9381,13.5279,60.226,-35.771,117.12,31.784
4,70.0,20.0,22.9262,13.9384,13.5281,60.386,23.422,101.426,31.785
1,70.0,25.0,24.5066,12.2901,11.9634,59.345,38.643,134.576,30.413
2,70.0,25.0,24.5066,12.2903,11.9636,59.345,2.381,129.831,30.413
3,70.0,25.0,24.5066,12.2902,11.9634,59.345,-34.305,119.925,30.413
4,70.0,25.0,24.5067,12.2904,11.9637,63.339,22.283,100.545,30.414
1,70.0,30.0,26.0493,10.6668,10.4105,58.341,40.813,136.824,29.459
2,70.0,30.0,26.0493,10.667,10.4107,58.341,4.305,132.293,29.46
3,70.0,30.0,26.0493,10.6668,10.4105,58.341,-32.72,122.617,29.46
4,70.0,30.0,26.0494,10.6671,10.4108,66.193,21.013,99.541,29.46
1,70.0,35.0,27.542,9.0771,8.8798,57.226,43.042,138.918,28.96
2,70.0,35.0,27.5419,9.0773,8.8799,57.226,6.303,134.61,28.96
3,70.0,35.0,27.5419,9.0771,8.8798,57.226,-31.042,125.174,28.96
4,70.0,35.0,27.542,9.0774,8.8801,68.924,19.634,98.426,28.96
1,70.0,40.0,28.9719,7.5318,7.3834,56.017,45.296,140.847,28.918
2,70.0,40.0,28.9718,7.532,7.3836,56.017,8.342,136.763,28.918
3,70.0,40.0,28.9719,7.5318,7.3834,56.017,-29.301,127.576,28.918
4,70.0,40.0,28.9719,7.5321,7.3837,71.507,18.176,97.217,28.918
1,70.0,45.0,30.3261,6.0437,5.9354,54.736,47.534,142.6,29.298
2,70.0,45.0,30.326,6.0439,5.9355,54.737,10.385,138.74,29.299
3,70.0,45.0,30.3261,6.0437,5.9354,54.736,-27.533,129.803,29.299
4,70.0,45.0,30.3261,6.044,5.9356,73.92,16.672,95.936,29.299
1,70.0,50.0,31.5915,4.6276,4.5518,53.413,49.716,144.169,30.034
2,70.0,50.0,31.5914,4.6278,4.552,53.413,12.391,140.529,30.034
3,70.0,50.0,31.5914,4.6276,4.5518,53.413,-25.778,131.838,30.034
4,70.0,50.0,31.5915,4.6279,4.5521,76.141,15.159,94.613,30.034
1,70.0,55.0,32.7544,3.3008,3.2512,52.08,51.797,145.55,31.031
2,70.0,55.0,32.7543,3.301,3.2513,52.081,14.316,142.12,31.031
3,70.0,55.0,32.7544,3.3007,3.2511,52.08,-24.077,133.666,31.031
4,70.0,55.0,32.7544,3.3011,3.2514,78.15,13.676,93.28,31.031
1,70.0,60.0,33.8014,2.0827,2.0537,50.78,53.73,146.74,32.183
2,70.0,60.0,33.8013,2.0829,2.0539,50.78,16.114,143.506,32.183
3,70.0,60.0,33.8014,2.0827,2.0537,50.779,-22.475,135.275,32.183
4,70.0,60.0,33.8014,2.083,2.054,79.93,12.267,91.979,32.183
1,70.0,65.0,34.7189,0.9948,0.982,49.556,55.469,147.741,33.383
2,70.0,65.0,34.7188,0.9951,0.9822,49.556,17.739,144.682,33.383
3,70.0,65.0,34.7189,0.9948,0.9819,49.555,-21.018,136.654,33.384
4,70.0,65.0,34.7189,0.9951,0.9822,81.465,10.974,90.755,33.384
1,70.0,70.0,35.4934,0.0602,0.0594,48.458,56.97,148.553,34.529
2,70.0,70.0,35.4933,0.0604,0.0596,48.458,19.147,145.647,34.529
3,70.0,70.0,35.4934,0.0601,0.0594,48.458,-19.748,137.794,34.53
4,70.0,70.0,35.4935,0.0605,0.0597,82.741,9.842,89.658,34.53
1,70.0,75.0,36.112,-0.6979,-0.6898,47.537,58.189,149.179,35.528
2,70.0,75.0,36.1119,-0.6977,-0.6895,47.537,20.294,146.397,35.528
3,70.0,75.0,36.112,-0.6979,-0.6898,47.537,-18.709,138.687,35.528
4,70.0,75.0,36.112,-0.6976,-0.6895,83.746,8.91,88.736,35.529
1,70.0,80.0,36.5622,-1.2565,-1.2425,46.84,59.088,149.622,36.3
2,70.0,80.0,36.5621,-1.2563,-1.2422,46.84,21.141,146.932,36.3
3,70.0,80.0,36.5622,-1.2566,-1.2425,46.84,-17.938,139.328,36.301
4,70.0,80.0,36.5622,-1.2563,-1.2422,84.47,8.218,88.04,36.301
1,70.0,85.0,36.8329,-1.5953,-1.5778,46.411,59.632,149.883,36.782
2,70.0,85.0,36.8328,-1.5951,-1.5776,46.411,21.655,147.249,36.782
3,70.0,85.0,36.8329,-1.5954,-1.5779,46.41,-17.47,139.709,36.783
4,70.0,85.0,36.8329,-1.5951,-1.5776,84.902,7.795,87.61,36.783
1,70.0,90.0,36.9144,-1.6978,-1.6793,46.28,59.797,149.961,36.93
2,70.0,90.0,36.9143,-1.6975,-1.679,46.28,21.811,147.343,36.93
3,70.0,90.0,36.9144,-1.6978,-1.6793,46.279,-17.328,139.823,36.93
4,70.0,90.0,36.9144,-1.6975,-1.679,85.031,7.667,87.479,36.931
1,75.0,-90.0,-1.1044,42.9473,36.8732,56.37,24.046,86.123,73.203
2,75.0,-90.0,-1.1045,42.9475,36.8734,56.37,-7.071,80.118,73.203
3,75.0,-90.0,-1.1045,42.9473,36.8734,56.37,-37.188,69.403,73.203
4,75.0,-90.0,-1.1044,42.9475,36.8734,12.816,19.428,97.57,73.203
1,75.0,-85.0,-0.9426,42.6978,36.7289,56.515,23.997,86.465,72.878
2,75.0,-85.0,-0.9427,42.698,36.7291,56.515,-7.156,80.453,72.879
3,75.0,-85.0,-0.9427,42.6978,36.729,56.515,-37.316,69.725,72.878
4,75.0,-85.0,-0.9426,42.698,36.7291,13.12,19.592,97.716,72.879
1,75.0,-80.0,-0.6675,42.2778,36.4828,56.757,23.917,87.046,72.329
2,75.0,-80.0,-0.6676,42.2781,36.483,56.757,-7.296,81.022,72.33
3,75.0,-80.0,-0.6676,42.2779,36.4829,56.757,-37.53,70.27,72.33
4,75.0,-80.0,-0.6675,42.2781,36.483,13.638,19.865,97.958,72.33
1,75.0,-75.0,-0.2792,41.6942,36.1342,57.089,23.813,87.86,71.56
2,75.0,-75.0,-0.2792,41.6944,36.1344,57.089,-7.484,81.821,71.56
3,75.0,-75.0,-0.2793,41.6942,36.1343,57.089,-37.82,71.038,71.56
4,75.0,-75.0,-0.2791,41.6944,36.1344,14.369,20.241,98.289,71.56
1,75.0,-70.0,0.2216,40.9561,35.6826,57.499,23.696,88.904,70.576
2,75.0,-70.0,0.2215,40.9563,35.6828,57.499,-7.71,82.847,70.576
3,75.0,-70.0,0.2215,40.9561,35.6827,57.499,-38.178,72.026,70.576
4,75.0,-70.0,0.2216,40.9563,35.6828,15.31,20.708,98.699,70.577
1,75.0,-65.0,0.8334,40.075,35.1283,57.974,23.577,90.17,69.386
2,75.0,-65.0,0.8333,40.0752,35.1284,57.974,-7.96,84.094,69.386
3,75.0,-65.0,0.8333,40.075,35.1284,57.974,-38.589,73.229,69.386
4,75.0,-65.0,0.8334,40.0752,35.1285,16.459,21.253,99.174,69.386
1,75.0,-60.0,1.5542,39.0638,34.4723,58.499,23.472,91.649,67.998
2,75.0,-60.0,1.5541,39.064,34.4724,58.499,-8.22,85.554,67.998
3,75.0,-60.0,1.5541,39.0638,34.4724,58.499,-39.037,74.643,67.998
4,75.0,-60.0,1.5542,39.064,34.4725,17.812,21.858,99.699,67.999
